date,v7_0_taa
2021-12-23,2.0170301618965585
2021-12-24,2.011996366180373
2021-12-27,2.0095235201801303
2021-12-28,2.0167543957443845
2021-12-29,2.0002008988095312
2021-12-30,2.011110476338174
2021-12-31,2.021900768168421
2022-01-04,2.0109961164365715
2022-01-05,1.985853804110713
2022-01-06,1.9750990876697803
2022-01-07,1.9668155199000108
2022-01-10,1.9668239061025163
2022-01-11,1.9577829264326487
2022-01-12,1.9750734884389884
2022-01-13,1.9558921402396334
2022-01-14,1.9512535547542418
2022-01-17,1.9650322718218776
2022-01-18,1.972440675182298
2022-01-19,1.961521452396961
2022-01-20,1.9668318088149332
2022-01-21,1.9515732138596342
2022-01-24,1.953702055005288
2022-01-25,1.9171034529297841
2022-01-26,1.9249412418486305
2022-01-27,1.8817055844486157
2022-01-28,1.8629266830262532
2022-02-07,1.884505188738356
2022-02-08,1.8848451224615328
2022-02-09,1.9016920350207054
2022-02-10,1.901708709363025
2022-02-11,1.884331077931638
2022-02-14,1.882872026150332
2022-02-15,1.9087356290879651
2022-02-16,1.901115509424549
2022-02-17,1.910587529557149
2022-02-18,1.9221764396655177
2022-02-21,1.919962585943599
2022-02-22,1.917641282250371
2022-02-23,1.9404003265515684
2022-02-24,1.934405000202788
2022-02-25,1.935392992600712
2022-02-28,1.9368719542732706
2022-03-01,1.9429513622410506
2022-03-02,1.9435869571730522
2022-03-03,1.9321743818520167
2022-03-04,1.9274534554725073
2022-03-07,1.9011351648805677
2022-03-08,1.887470188185399
2022-03-09,1.8856572497625566
2022-03-10,1.880975264584697
2022-03-11,1.8929878468175634
2022-03-14,1.8501495775213805
2022-03-15,1.7731878888685368
2022-03-16,1.8187842957614953
2022-03-17,1.8491362759346976
2022-03-18,1.856240932593036
2022-03-21,1.8582529590264623
2022-03-22,1.8576147633625988
2022-03-23,1.8585175064844892
2022-03-24,1.8518628410005509
2022-03-25,1.8379627092717825
2022-03-28,1.8275413255904507
2022-03-29,1.8125451168832718
2022-03-30,1.841858823772871
2022-03-31,1.825905769281869
2022-04-01,1.837944672487184
2022-04-06,1.822730521455226
2022-04-07,1.8009417011688684
2022-04-08,1.8074829366818121
2022-04-11,1.767159752711568
2022-04-12,1.7877750639484302
2022-04-13,1.7726082047737437
2022-04-14,1.7917631925262245
2022-04-15,1.789164404716409
2022-04-18,1.8037479600403905
2022-04-19,1.7890417057728416
2022-04-20,1.7596790255983272
2022-04-21,1.7408426083490838
2022-04-22,1.7332637946613005
2022-04-25,1.6577163103853523
2022-04-26,1.6336780586164137
2022-04-27,1.677612231152046
2022-04-28,1.6765356716577646
2022-04-29,1.721209312422083
2022-05-05,1.7215972281042926
2022-05-06,1.693984338782067
2022-05-09,1.6944971462139216
2022-05-10,1.710104600186768
2022-05-11,1.7254324597572388
2022-05-12,1.7331211093440517
2022-05-13,1.7330316367690868
2022-05-16,1.7175783165797303
2022-05-17,1.7403188051709275
2022-05-18,1.7311316014707128
2022-05-19,1.7423078542471822
2022-05-20,1.7622069203303885
2022-05-23,1.7630733998998398
2022-05-24,1.7307649359984405
2022-05-25,1.7394701011851468
2022-05-26,1.7452409158310005
2022-05-27,1.7476145149954805
2022-05-30,1.7500709828245231
2022-05-31,1.7667321197328094
2022-06-01,1.7602713222187352
2022-06-02,1.7823261806564725
2022-06-06,1.8026761503432975
2022-06-07,1.7946329551079239
2022-06-08,1.80355748647561
2022-06-09,1.7881801270107403
2022-06-10,1.8024006122161667
2022-06-13,1.8050706117125304
2022-06-14,1.792326380700643
2022-06-15,1.794495126450211
2022-06-16,1.7995567751745682
2022-06-17,1.8138931098123454
2022-06-20,1.8162646948330305
2022-06-21,1.8086506665787052
2022-06-22,1.7888073655851586
2022-06-23,1.8118221548417097
2022-06-24,1.8192137300651006
2022-06-27,1.8343538349439117
2022-06-28,1.8533740783078034
2022-06-29,1.8340249490476592
2022-06-30,1.8459452453140908
2022-07-01,1.8359446479090022
2022-07-04,1.8386077464128088
2022-07-05,1.835852833545639
2022-07-06,1.8126699467206677
2022-07-07,1.8029271245877168
2022-07-08,1.8008549175309343
2022-07-11,1.7826663546283557
2022-07-12,1.7674807499105043
2022-07-13,1.7618106625414838
2022-07-14,1.7665190796279966
2022-07-15,1.74898192092661
2022-07-18,1.7624173291102725
2022-07-19,1.7576539037343453
2022-07-20,1.7661124980414025
2022-07-21,1.7562956129467224
2022-07-22,1.7632571247256008
2022-07-25,1.7584952707372337
2022-07-26,1.7672193738176665
2022-07-27,1.7622340914466106
2022-07-28,1.7775539938651403
2022-07-29,1.7703617728294847
2022-08-01,1.7786220348577615
2022-08-02,1.7632900780764338
2022-08-03,1.7607221533336859
2022-08-04,1.769810755712649
2022-08-05,1.8089157225832715
2022-08-08,1.804335134350067
2022-08-09,1.810709885336484
2022-08-10,1.8028344800051666
2022-08-11,1.8229495247875407
2022-08-12,1.819936945423682
2022-08-15,1.818482005180169
2022-08-16,1.8158785443832368
2022-08-17,1.8208985174691485
2022-08-18,1.8153822615657085
2022-08-19,1.799525951913638
2022-08-22,1.8071533521657863
2022-08-23,1.805405755140569
2022-08-24,1.7768413420718443
2022-08-25,1.7843423737589224
2022-08-26,1.7793611544538177
2022-08-29,1.7710831287342936
2022-08-30,1.7735888138077087
2022-08-31,1.7572341510797473
2022-09-01,1.744504828513667
2022-09-02,1.7447442184542767
2022-09-05,1.7516605459209678
2022-09-06,1.7681412596390358
2022-09-07,1.7706120994971684
2022-09-08,1.7702909316173534
2022-09-09,1.7779852448962448
2022-09-13,1.7789657864492223
2022-09-14,1.7658004133334206
2022-09-15,1.741520561794929
2022-09-16,1.7157094367825403
2022-09-19,1.7100251163321267
2022-09-20,1.7133346399648148
2022-09-21,1.7083237485970049
2022-09-22,1.7018410641847812
2022-09-23,1.693874689042656
2022-09-26,1.6790672088781453
2022-09-27,1.6982307082535464
2022-09-28,1.677327791169836
2022-09-29,1.684020393484736
2022-09-30,1.6717256717384485
2022-10-10,1.6486250171371835
2022-10-11,1.6464859556562328
2022-10-12,1.6713381370376548
2022-10-13,1.6683135116740309
2022-10-14,1.6922483104245822
2022-10-17,1.6942372013246796
2022-10-18,1.69508073082056
2022-10-19,1.6820688692416952
2022-10-20,1.6855792109898569
2022-10-21,1.6791033345798034
2022-10-24,1.6733773313666374
2022-10-25,1.669153079673752
2022-10-26,1.6856413658063882
2022-10-27,1.6804741977666302
2022-10-28,1.656046726913236
2022-10-31,1.6546492041740055
2022-11-01,1.6801454756240903
2022-11-02,1.6887237456446653
2022-11-03,1.688563372552776
2022-11-04,1.7122437879877541
2022-11-07,1.7151566067434096
2022-11-08,1.7120660513902377
2022-11-09,1.7289395509403598
2022-11-10,1.715958408795414
2022-11-11,1.7362226593284256
2022-11-14,1.7293061146480273
2022-11-15,1.7593487785030355
2022-11-16,1.7568914111171698
2022-11-17,1.7595859089969856
2022-11-18,1.7515568650323947
2022-11-21,1.7426775695438557
2022-11-22,1.7358683145554235
2022-11-23,1.7348573223762802
2022-11-24,1.734045495869481
2022-11-25,1.7360663683054591
2022-11-28,1.727815745578916
2022-11-29,1.7463430635455213
2022-11-30,1.743378803835984
2022-12-01,1.7548477363192116
2022-12-02,1.7551762075106168
2022-12-05,1.7583011444635561
2022-12-06,1.7555254516578762
2022-12-07,1.7517191169462627
2022-12-08,1.7512861124465462
2022-12-09,1.7601085733172241
2022-12-12,1.7587447169039228
2022-12-13,1.7526653547522524
2022-12-14,1.760021965635611
2022-12-15,1.756701816132533
2022-12-16,1.746971057716506
2022-12-19,1.7331960558295942
2022-12-20,1.7239441052073565
2022-12-21,1.7258070494786406
2022-12-22,1.718666568519522
2022-12-23,1.7049608038513844
2022-12-26,1.7170704729752762
2022-12-27,1.7292981405906611
2022-12-28,1.7244354174011132
2022-12-29,1.7219292397794892
2022-12-30,1.726726825474066
2023-01-03,1.737565358712363
2023-01-04,1.739209059165486
2023-01-05,1.7520964743635443
2023-01-06,1.7489322117867643
2023-01-09,1.761261288271758
2023-01-10,1.7650325781848188
2023-01-11,1.7622767205677579
2023-01-12,1.7607138086184901
2023-01-13,1.7719282283768378
2023-01-16,1.793262680755749
2023-01-17,1.802102292905305
2023-01-18,1.801153019592675
2023-01-19,1.815503050074546
2023-01-20,1.8281831293290989
2023-01-30,1.830841902522912
2023-01-31,1.8163147286171424
2023-02-01,1.8325715885162386
2023-02-02,1.8424845806576866
2023-02-03,1.8273862909373144
2023-02-06,1.8072441883890742
2023-02-07,1.8066518067173838
2023-02-08,1.798228654638526
2023-02-09,1.8227214021097344
2023-02-10,1.8133642380182158
2023-02-13,1.8244217482760559
2023-02-14,1.825323351852144
2023-02-15,1.8221816375819928
2023-02-16,1.8054961036249297
2023-02-17,1.7853737814208088
2023-02-20,1.8102998792333465
2023-02-21,1.812175342130776
2023-02-22,1.8094176597078968
2023-02-23,1.806478466977721
2023-02-24,1.8027826582743287
2023-02-27,1.7923400722792646
2023-02-28,1.8006534518930222
2023-03-01,1.8136264533824231
2023-03-02,1.8096273181892149
2023-03-03,1.819650000026959
2023-03-06,1.8227638316757648
2023-03-07,1.802859834631709
2023-03-08,1.796845121287935
2023-03-09,1.7971470426735465
2023-03-10,1.7885769870877988
2023-03-13,1.800711999298946
2023-03-14,1.8102395842889811
2023-03-15,1.8114106627810724
2023-03-16,1.8039616623142058
2023-03-17,1.8178142908630293
2023-03-20,1.840329015942791
2023-03-21,1.8436100246552887
2023-03-22,1.8387600567129352
2023-03-23,1.8611996587076967
2023-03-24,1.8631743334558288
2023-03-27,1.8523513605779962
2023-03-28,1.839479708964457
2023-03-29,1.8475927731279638
2023-03-30,1.8590125817401582
2023-03-31,1.871280468255536
2023-04-03,1.8892041798480548
2023-04-04,1.8976403282433645
2023-04-06,1.9128015955675648
2023-04-07,1.924584346477066
2023-04-10,1.9070181093561018
2023-04-11,1.9082087563901315
2023-04-12,1.9145013444527246
2023-04-13,1.899757919694921
2023-04-14,1.9185386389678036
2023-04-17,1.9216386308753448
2023-04-18,1.913174911945343
2023-04-19,1.904861317819837
2023-04-20,1.9060191628402405
2023-04-21,1.865898680632112
2023-04-24,1.8455570558340768
2023-04-25,1.829907279641452
2023-04-26,1.8312299872857705
2023-04-27,1.8398756892796637
2023-04-28,1.8522727539563977
2023-05-04,1.8549178144948193
2023-05-05,1.8444423039167417
2023-05-08,1.849519721270562
2023-05-09,1.8337430945134372
2023-05-10,1.8332846850037228
2023-05-11,1.8338109959871909
2023-05-12,1.8146420796476772
2023-05-15,1.8375989972086098
2023-05-16,1.8318614657912478
2023-05-17,1.8291390377651595
2023-05-18,1.8269480831267388
2023-05-19,1.8283859556347544
2023-05-22,1.8300279297035675
2023-05-23,1.8092062036086127
2023-05-24,1.80209370993584
2023-05-25,1.7999100290969132
2023-05-26,1.801714435941952
2023-05-29,1.7965109554029113
2023-05-30,1.8011020738094574
2023-05-31,1.7997785796090378
2023-06-01,1.8032395870339828
2023-06-02,1.8192621839260372
2023-06-05,1.8055597865722373
2023-06-06,1.784927170543119
2023-06-07,1.7799795447497713
2023-06-08,1.776038434952689
2023-06-09,1.7900302175934926
2023-06-12,1.7937293693260077
2023-06-13,1.8064066873974094
2023-06-14,1.803413792339862
2023-06-15,1.8235825261223015
2023-06-16,1.840453024602867
2023-06-19,1.83755413972652
2023-06-20,1.8369045010894884
2023-06-21,1.8040296958548343
2023-06-26,1.7855278405707251
2023-06-27,1.7921788341855687
2023-06-28,1.7897807284646738
2023-06-29,1.7880069583959424
2023-06-30,1.8072543877494454
2023-07-03,1.8198749161156835
2023-07-04,1.828529955154866
2023-07-05,1.8149109124272353
2023-07-06,1.8032801763044972
2023-07-07,1.7925067835206552
2023-07-10,1.8029833470003758
2023-07-11,1.8211901972583822
2023-07-12,1.8018148873607518
2023-07-13,1.8326881724484159
2023-07-14,1.8282852865395187
2023-07-17,1.8172344478156197
2023-07-18,1.8139455076850108
2023-07-19,1.8059944406817594
2023-07-20,1.7865125343077402
2023-07-21,1.7866804704329193
2023-07-24,1.7776393670639095
2023-07-25,1.8175162626807078
2023-07-26,1.8148574460928495
2023-07-27,1.8050655872690435
2023-07-28,1.8370234500825922
2023-07-31,1.8515261485518753
2023-08-01,1.847704334312043
2023-08-02,1.8417322869094772
2023-08-03,1.8536075991498357
2023-08-04,1.8615858737791104
2023-08-07,1.8477836787635857
2023-08-08,1.8408366618321863
2023-08-09,1.8315752007786816
2023-08-10,1.8353506533482176
2023-08-11,1.7935852923288096
2023-08-14,1.7849356402943524
2023-08-15,1.7687469483560267
2023-08-16,1.7508411521215574
2023-08-17,1.7605029660495175
2023-08-18,1.7358319045896322
2023-08-21,1.7115570345543853
2023-08-22,1.7227539591025838
2023-08-23,1.6874862841510148
2023-08-24,1.7029623439807817
2023-08-25,1.683797357605451
2023-08-28,1.7025274347768067
2023-08-29,1.741682824000551
2023-08-30,1.7499889540650209
2023-08-31,1.7439134896056097
2023-09-01,1.7450233421243388
2023-09-04,1.7691220691902827
2023-09-05,1.7580636330972705
2023-09-06,1.7616222807035233
2023-09-07,1.724888872840975
2023-09-08,1.723530081680081
2023-09-11,1.7362634857369266
2023-09-12,1.7304710296650527
2023-09-13,1.7126812445185586
2023-09-14,1.7042519541418966
2023-09-15,1.704918102946709
2023-09-18,1.7059443190243158
2023-09-19,1.6983415377082955
2023-09-20,1.6847619778747678
2023-09-21,1.6705585330956747
2023-09-22,1.7061437310004843
2023-09-25,1.6943431584318436
2023-09-26,1.6832874604948533
2023-09-27,1.6912906278798003
2023-09-28,1.692937755569123
2023-10-09,1.6894243561145426
2023-10-10,1.6833483266859626
2023-10-11,1.6926377367240422
2023-10-12,1.7063760466177735
2023-10-13,1.6933846712759448
2023-10-16,1.6655895196352037
2023-10-17,1.6714599444166276
2023-10-18,1.6521804802942635
2023-10-19,1.6349400962278982
2023-10-20,1.6195787940023438
2023-10-23,1.5862987896382086
2023-10-24,1.6024050137685033
2023-10-25,1.6039611080929144
2023-10-26,1.6115782072298208
2023-10-27,1.6460582413908622
2023-10-30,1.6749321317825367
2023-10-31,1.6699106754460753
2023-11-01,1.6657056095821412
2023-11-02,1.6519061384637614
2023-11-03,1.6721230169587828
2023-11-06,1.706180661485431
2023-11-07,1.7036433237857558
2023-11-08,1.7030077481545132
2023-11-09,1.6980640239540687
2023-11-10,1.6879305797190738
2023-11-13,1.6917250679685014
2023-11-14,1.6952001019817102
2023-11-15,1.7037951963087423
2023-11-16,1.6800250276066642
2023-11-17,1.6839770898336472
2023-11-20,1.6889489250157723
2023-11-21,1.6823857409472753
2023-11-22,1.6586185476428645
2023-11-23,1.6714812695599623
2023-11-24,1.6540710287228033
2023-11-27,1.651361859705018
2023-11-28,1.6567408647333046
2023-11-29,1.6453037876433385
2023-11-30,1.6450230193436564
2023-12-01,1.6478011600822497
2023-12-04,1.6354292207679972
2023-12-05,1.601995947465955
2023-12-06,1.605978929908903
2023-12-07,1.6009223389994893
2023-12-08,1.6089156475047548
2023-12-11,1.629164685672364
2023-12-12,1.6283630733052465
2023-12-13,1.6043335815551665
2023-12-14,1.5969605004330023
2023-12-15,1.5882444133633822
2023-12-18,1.57075440246763
2023-12-19,1.5749504645719767
2023-12-20,1.5564866508939252
2023-12-21,1.5713479422774463
2023-12-22,1.5658505751501879
2023-12-25,1.5653803849337562
2023-12-26,1.5469989528515775
2023-12-27,1.5547532844530423
2023-12-28,1.5961890778489525
2023-12-29,1.6046705377151818
2024-01-02,1.5837721214350946
2024-01-03,1.572821272136221
2024-01-04,1.5535394407962368
2024-01-05,1.5358806765777486
2024-01-08,1.501993920982491
2024-01-09,1.505563054932917
2024-01-10,1.4970737292493523
2024-01-11,1.5159378243089345
2024-01-12,1.5043736055274606
2024-01-15,1.501090217624662
2024-01-16,1.505129227143025
2024-01-17,1.4654897749258342
2024-01-18,1.4832422316305747
2024-01-19,1.4774423515719477
2024-01-22,1.4263447052012708
2024-01-23,1.4436707491026086
2024-01-24,1.4583839765056137
2024-01-25,1.4895636664435197
2024-01-26,1.4673885937128477
2024-01-29,1.4366270345439254
2024-01-30,1.4018199248335927
2024-01-31,1.379675931481649
2024-02-01,1.3848207551411813
2024-02-02,1.3513063988454375
2024-02-05,1.347057179977763
2024-02-06,1.4304312553728833
2024-02-07,1.4724901339292713
2024-02-08,1.4932026923599655
2024-02-19,1.5019887068143416
2024-02-20,1.5020329837557376
2024-02-21,1.5112674499478669
2024-02-22,1.5247596717316987
2024-02-23,1.5276156127207103
2024-02-26,1.522160167804128
2024-02-27,1.5605914280865858
2024-02-28,1.5216020384590185
2024-02-29,1.5731910928097586
2024-03-01,1.589412315287751
2024-03-04,1.5911373452799973
2024-03-05,1.5919752859146876
2024-03-06,1.586186845782722
2024-03-07,1.5637160800049865
2024-03-08,1.579870708798702
2024-03-11,1.6155619983941634
2024-03-12,1.6181990372964192
2024-03-13,1.6111531133038293
2024-03-14,1.6006678565161747
2024-03-15,1.6079078515962884
2024-03-18,1.6343573648385192
2024-03-19,1.6184821273506116
2024-03-20,1.6198333653877888
2024-03-21,1.615701676454897
2024-03-22,1.5954067779787107
2024-03-25,1.5724489005636046
2024-03-26,1.5717178644386267
2024-03-27,1.5367958075564256
2024-03-28,1.5516787733662123
2024-03-29,1.5719391861454353
2024-04-01,1.5903733455548004
2024-04-02,1.5853875830549116
2024-04-03,1.5924766362608989
2024-04-08,1.5987307710114897
2024-04-09,1.604444715777736
2024-04-10,1.5955247999295696
2024-04-11,1.590870823100111
2024-04-12,1.6097979676849155
2024-04-15,1.6132822618027138
2024-04-16,1.6023719723973777
2024-04-17,1.6224718336834694
2024-04-18,1.6198539408990509
2024-04-19,1.612630365105749
2024-04-22,1.5949777018012634
2024-04-23,1.5690820664339975
2024-04-24,1.5848976442980398
2024-04-25,1.585982134241386
2024-04-26,1.6081011786615307
2024-04-29,1.6199107603419023
2024-04-30,1.6066597222382926
2024-05-06,1.6314832575450093
2024-05-07,1.629203484485355
2024-05-08,1.6095477826701607
2024-05-09,1.636116664602757
2024-05-10,1.6268032870751725
2024-05-13,1.6173051743626004
2024-05-14,1.6150000526405348
2024-05-15,1.5997139602569295
2024-05-16,1.601258913397053
2024-05-17,1.622589136155783
2024-05-20,1.6274036491414512
2024-05-21,1.6173548664205406
2024-05-22,1.6239825354380828
2024-05-23,1.6007405693770083
2024-05-24,1.5768462381051578
2024-05-27,1.5971577769010465
2024-05-28,1.5853887005443297
2024-05-29,1.5854564470930506
2024-05-30,1.588576919301168
2024-05-31,1.5837135602812087
2024-06-03,1.5881804658048502
2024-06-04,1.6030528237210102
2024-06-05,1.595913226144488
2024-06-06,1.590353892128454
2024-06-07,1.577062752913901
2024-06-11,1.5845091678152676
2024-06-12,1.581998946561549
2024-06-13,1.5800580785354914
2024-06-14,1.58747407776094
2024-06-17,1.5917364228490827
2024-06-18,1.5972629245047716
2024-06-19,1.5871445422852855
2024-06-20,1.5724072177115658
2024-06-21,1.5724075727472304
2024-06-24,1.5489494441161484
2024-06-25,1.5259140588375033
2024-06-26,1.5470286365891828
2024-06-27,1.527860048492337
2024-06-28,1.5268891808895748
2024-07-01,1.5329959892823495
2024-07-02,1.5208914979348986
2024-07-03,1.5188203966141955
2024-07-04,1.50436939399561
2024-07-05,1.5055181976960106
2024-07-08,1.4895953100672796
2024-07-09,1.5175477376080813
2024-07-10,1.5129286334973386
2024-07-11,1.5383728681595605
2024-07-12,1.5394245532985145
2024-07-15,1.537670386679367
2024-07-16,1.555294556392809
2024-07-17,1.5508355821827204
2024-07-18,1.5614909083279163
2024-07-19,1.5719760659517912
2024-07-22,1.5666547733994143
2024-07-23,1.5203959638440896
2024-07-24,1.504849584505182
2024-07-25,1.4975194610774583
2024-07-26,1.5111571897338296
2024-07-29,1.496575277492468
2024-07-30,1.4940136491624187
2024-07-31,1.5437255596511632
2024-08-01,1.5329630295253527
2024-08-02,1.509004077422524
2024-08-05,1.4776332720866747
2024-08-06,1.487099436712637
2024-08-07,1.4819399012031271
2024-08-08,1.4824886072265562
2024-08-09,1.473922218361123
2024-08-12,1.4715376175986046
2024-08-13,1.4781595702842731
2024-08-14,1.4605002534505782
2024-08-15,1.4738652369722516
2024-08-16,1.4700985064211922
2024-08-19,1.471841438562341
2024-08-20,1.4550671206227925
2024-08-21,1.448429003661704
2024-08-22,1.4362882484697483
2024-08-23,1.4377984398622552
2024-08-26,1.4373062544243558
2024-08-27,1.4240386962530047
2024-08-28,1.420895974209305
2024-08-29,1.429599049833254
2024-08-30,1.451744766401299
2024-09-02,1.4227805150503043
2024-09-03,1.4316341073879806
2024-09-04,1.4244381974597007
2024-09-05,1.43074557986571
2024-09-06,1.416992865010237
2024-09-09,1.4070975526389293
2024-09-10,1.4103938329174872
2024-09-11,1.4135576967915773
2024-09-12,1.4085070138952072
2024-09-13,1.4031836773525967
2024-09-18,1.4035168476375088
2024-09-19,1.4140868069654262
2024-09-20,1.4140588602060387
2024-09-23,1.4149823422506402
2024-09-24,1.4670953895905896
2024-09-25,1.4826016975056653
2024-09-26,1.5393275748552144
2024-09-27,1.6319805291266074
2024-09-30,1.7169575813476614
2024-10-08,1.7733572116344445
2024-10-09,1.738392670396152
2024-10-10,1.736323103611782
2024-10-11,1.7057627905399524
2024-10-14,1.7366773705616618
2024-10-15,1.714200282793829
2024-10-16,1.7168302000977596
2024-10-17,1.7138358090240335
2024-10-18,1.7739734707828148
2024-10-21,1.799064015772268
2024-10-22,1.7993858210805305
2024-10-23,1.8032107349458357
2024-10-24,1.7883363085232333
2024-10-25,1.798449086716678
2024-10-28,1.804844685436173
2024-10-29,1.8051962747588612
2024-10-30,1.8074787971613868
2024-10-31,1.8244820424090749
2024-11-01,1.79949854082863
2024-11-04,1.8308238623990731
2024-11-05,1.8979081991279008
2024-11-06,1.8989538678865248
2024-11-07,1.9542352667642968
2024-11-08,1.9428501138730188
2024-11-11,1.9936397015744356
2024-11-12,1.9693548967661638
2024-11-13,1.974321117230872
2024-11-14,1.9188496335551488
2024-11-15,1.862498839096366
2024-11-18,1.834148445705699
2024-11-19,1.870139532390078
2024-11-20,1.876408959772078
2024-11-21,1.8781824608158708
2024-11-22,1.8073334195015291
2024-11-25,1.7967784086500607
2024-11-26,1.7848724703622838
2024-11-27,1.8262815448002623
2024-11-28,1.8118590692675272
2024-11-29,1.8409520312511303
2024-12-02,1.8617098599500146
2024-12-03,1.852292265652543
2024-12-04,1.8424719473886815
2024-12-05,1.843287351534394
2024-12-06,1.8691710029317143
2024-12-09,1.8564637514443678
2024-12-10,1.8711558048460681
2024-12-11,1.872218269239462
2024-12-12,1.8909692349330283
2024-12-13,1.8527950597429486
2024-12-16,1.8287103172895272
2024-12-17,1.8205995976954072
2024-12-18,1.8379682158754256
2024-12-19,1.8512534579052988
2024-12-20,1.8627285399554705
2024-12-23,1.845425828234653
2024-12-24,1.8679832482927505
2024-12-25,1.8615797188369303
2024-12-26,1.875392585782901
2024-12-27,1.871239696566516
2024-12-30,1.874894982167586
2024-12-31,1.824422617456328
2025-01-02,1.7610186951529607
2025-01-03,1.7306701739146813
2025-01-06,1.7243024167867398
2025-01-07,1.7493470002913225
2025-01-08,1.7423243100183263
2025-01-09,1.7417317595135675
2025-01-10,1.7201461771676305
2025-01-13,1.7176577694590127
2025-01-14,1.779083864328854
2025-01-15,1.7635128863658482
2025-01-16,1.7610830082430033
2025-01-17,1.7760879969934065
2025-01-20,1.7880934890200075
2025-01-21,1.7954175216610937
2025-01-22,1.785594104989723
2025-01-23,1.7797899272122981
2025-01-24,1.7991347899853158
2025-01-27,1.7698610276604054
2025-02-05,1.7782489353914412
2025-02-06,1.8198706964785019
2025-02-07,1.8481778626957364
2025-02-10,1.8592421266433012
2025-02-11,1.8454308169392815
2025-02-12,1.8757852421016274
2025-02-13,1.8600990955847672
2025-02-14,1.8762271382163913
2025-02-17,1.8819538598932193
2025-02-18,1.854041534923156
2025-02-19,1.8873055772042777
2025-02-20,1.8848232292792417
2025-02-21,1.9303341988979041
2025-02-24,1.9243553332159655
2025-02-25,1.9058758488047296
2025-02-26,1.9294476382769932
2025-02-27,1.9266588099257218
2025-02-28,1.8871479673016314
2025-03-03,1.8830326684727776
2025-03-04,1.8972794597122855
2025-03-05,1.9066237010824802
2025-03-06,1.92760492532954
2025-03-07,1.9193641088841373
2025-03-10,1.9183828190141725
2025-03-11,1.9166412971901796
2025-03-12,1.9168314211247413
2025-03-13,1.9084624056903663
2025-03-14,1.946150782204124
2025-03-17,1.9432845750244945
2025-03-18,1.9532648522011087
2025-03-19,1.9565997222086202
2025-03-20,1.9469113095983812
2025-03-21,1.9208556913756942
2025-03-24,1.925627131395686
2025-03-25,1.9191788619766614
2025-03-26,1.9184873885637295
2025-03-27,1.9259442377725378
2025-03-28,1.9284455678373864
2025-03-31,1.924247030902188
2025-04-01,1.929404372735168
2025-04-02,1.9275534565585613
2025-04-03,1.9212024066428157
2025-04-07,1.778081177089716
2025-04-08,1.7945754906923759
2025-04-09,1.826152331597243
2025-04-10,1.8611954740868522
2025-04-11,1.8867333331657854
2025-04-14,1.8956895943070595
2025-04-15,1.89120227070798
2025-04-16,1.9012174212732205
2025-04-17,1.907672944997018
2025-04-18,1.9093857079689138
2025-04-21,1.9325347587559871
2025-04-22,1.9490863671883047
2025-04-23,1.9179049273046125
2025-04-24,1.9182700542193896
2025-04-25,1.9173612071278003
2025-04-28,1.9078272095930284
2025-04-29,1.912869819269192
2025-04-30,1.9170237777025922
2025-05-06,1.9475899150208908
2025-05-07,1.9557686533160954
2025-05-08,1.9572704763252202
2025-05-09,1.9431742476820022
2025-05-12,1.953811912459459
2025-05-13,1.948127432636695
2025-05-14,1.9582641622174088
2025-05-15,1.922543663477598
2025-05-16,1.9245816125370543
2025-05-19,1.928215564739396
2025-05-20,1.9354638104538402
2025-05-21,1.9527110675201875
2025-05-22,1.9469797304375394
2025-05-23,1.9328694478812052
2025-05-26,1.9277354038859247
2025-05-27,1.9153205076722606
2025-05-28,1.9115468425076811
2025-05-29,1.9252802434586793
2025-05-30,1.9187911860110858
2025-06-03,1.9270190199060908
2025-06-04,1.93810676065577
2025-06-05,1.9515749387366428
2025-06-06,1.9509044465476715
2025-06-09,1.9530362784737099
2025-06-10,1.9367813634528164
2025-06-11,1.9483113383280775
2025-06-12,1.9505699761468058
2025-06-13,1.9450627872155881
2025-06-16,1.949677336003143
2025-06-17,1.9427277208674956
2025-06-18,1.945377188211239
2025-06-19,1.9312978811949053
2025-06-20,1.9228365241116836
2025-06-23,1.9328161988945813
2025-06-24,1.9530202142823045
2025-06-25,1.9859123020803915
2025-06-26,1.9776841309192634
2025-06-27,1.9739620746808957
2025-06-30,1.9867369866004405
2025-07-01,1.9919818446393087
2025-07-02,1.9821075933273442
2025-07-03,1.9918306603408744
2025-07-04,1.9908397084627707
2025-07-07,1.982133074685861
2025-07-08,2.0017824661040153
2025-07-09,1.9902278129545923
2025-07-10,1.9984673702131424
2025-07-11,2.010834744710124
2025-07-14,2.011234719700683
2025-07-15,2.010109064017351
2025-07-16,2.00703063307005
2025-07-17,2.0204411289245034
2025-07-18,2.028652949716642
2025-07-21,2.0403706704560225
2025-07-22,2.0559807160824715
2025-07-23,2.0617296314169793
2025-07-24,2.070703896885905
2025-07-25,2.074682204497433
2025-07-28,2.0770774713783227
2025-07-29,2.0874285049061387
2025-07-30,2.080551669081533
2025-07-31,2.051222830713516
2025-08-01,2.0443624457260414
2025-08-04,2.0607772583606656
2025-08-05,2.070167305810667
2025-08-06,2.08123014205306
2025-08-07,2.0788903921563815
2025-08-08,2.070616635589993
2025-08-11,2.081905038568579
2025-08-12,2.0992800254151307
2025-08-13,2.125600701010424
2025-08-14,2.119999475077915
2025-08-15,2.1481835975276473
2025-08-18,2.17652676784987
2025-08-19,2.165219577362167
2025-08-20,2.196179230504839
